affinity-inactive,affinity_7E2Y_H-Chembl24,affinity_7E2Y_H-gail_sm,affinity_7E2Y_H-gail_sf,affinity-active
-7.73,-8.844,-14.08,-8.352,-9.764
-8.995,-8.922,-9.669,-8.199,-10.41
-8.19,-6.371,-7.475,-12.01,-11.41
-8.53,-9.39,-11.01,-7.409,-8.61
-12.12,-7.578,-11.3,-7.24,-10.05
-6.063,-9.343,-9.641,-7.416,-10.37
-6.708,-9.324,-10.03,-8.852,-9.3
-8.173,-13.1,-9.448,-8.264,-8.282
-7.9,-8.527,-13.62,-8.72,-9.47
-7.651,-10.38,-9.455,-8.737,-11.43
-8.367,-9.806,-9.905,-8.919,-9.215
-7.518,-8.356,-8.202,-10.31,-8.794
-7.729,-8.416,-7.953,-13.29,-7.512
-7.238,-8.708,-6.625,-6.871,-10.48
-6.955,-10.48,-10.05,-9.653,-9.438
-9.519,-9.181,-10.48,-9.471,-8.989
-9.435,-12.47,-9.319,-13.44,-9.653
-9.426,-9.683,-14.14,-7.747,-7.38
-6.838,-9.345,-7.858,-11.26,-8.834
-7.331,-11.16,-9.581,-9.49,-10.66
-7.619,-7.855,-11.98,-8.993,-7.109
-7.658,-10.32,-8.826,-9.294,-7.842
-7.522,-10.24,-9.73,-8.539,-7.651
-7.585,-10.85,-8.412,-7.528,-9.194
-7.974,-7.836,-8.42,-8.884,-10.2
-6.772,-8.89,-7.844,-9.525,-8.797
-7.701,-9.811,-9.388,-10.28,-8.571
-8.856,-7.932,-8.366,-8.641,-10.1
-9.035,-9.408,-9.538,-9.352,-9.392
-7.943,-8.112,-12.12,-12.96,-7.569
-9.292,-10.56,-8.594,-9.195,-8.67
-8.815,-8.026,-10.13,-14.92,-7.761
-8.123,-10.27,-7.745,-8.838,-8.971
-7.078,-8.865,-11.28,-10.37,-8.245
-7.556,-8.294,-8.371,-7.22,-7.639
-7.918,-9.943,-8.57,-10.65,-8.503
-12.5,-9.465,-8.999,-9.365,-8.843
-7.701,-8.607,-9.2,-13.87,-10.67
-8.122,-12.45,-8.935,-8.587,-8.564
-7.265,-8.317,-9.603,-9.091,-8.368
-8.168,-9.744,-9.379,-9.317,-8.006
-8.661,-7.984,-9.994,-8.881,-10.08
-7.72,-10.84,-11.01,-9.427,-10.19
-12.35,-9.166,-9.29,-7.11,-9.18
-7.549,-8.981,-14.74,-8.573,-8.706
-8.836,-8.745,-11.26,-8.461,-8.734
-6.242,-8.11,-7.517,-7.269,-9.239
-8.126,-13.27,-8.674,-10.09,-8.868
-7.312,-9.588,-8.884,-12.47,-10.13
-10.08,-8.062,-8.815,-16,-10.22
-9.359,-8.354,-9.36,-12.62,-9.37
-7.994,-9.24,-16.78,-12.31,-8.592
-9.258,-9.573,-9.872,-9.091,-9.447
-11.34,-9.688,-12.29,-9.527,-7.581
-9.419,-10.94,-7.408,-10.58,-10.22
-8.47,-10.22,-7.118,-8.601,-10.42
-8.635,-9.44,-8.611,-10.22,-9.775
-7.858,-9.71,-8.975,-10.14,-8.207
-9.527,-8.772,-9.528,-8.343,-10.35
-7.256,-9.416,-8.115,-9.632,-7.239
-10.08,-8.165,-8.989,-8.388,-11.27
-6.716,-10.94,-8.626,-14.13,-9.935
-10.11,-8.162,-12.42,-11.04,-10.85
-10.48,-7.939,-7.534,-8.753,-10.21
-6.592,-8.387,-9.2,-7.852,-8.649
-9.47,-9.227,-9.476,-10.55,-11.2
-6.909,-9.912,-7.293,-8.684,-9.461
-9.389,-9.332,-7.558,-14.31,-10.28
-8.741,-9.682,-7.459,-9.926,-9.802
-8.6,-9.029,-9.275,-9.407,-8.573
-9.15,-8.763,-10.62,-13.67,-10.16
-8.095,-13.18,-8.127,-9.453,-10.49
-8.992,-11.19,-8.078,-8.136,-10.61
-8.06,-8.577,-8.737,-6.851,-9.127
-7.686,-8.9,-8.347,-7.283,-8.032
-9.029,-10.84,-9.206,-7.618,-9.113
-7.542,-10.1,-10.51,-10.89,-8.539
-8.835,-9.653,-7.748,-11.67,-9.926
-7.918,-9.263,-7.396,-10.12,-9.176
-8.106,-8.791,-8.023,-10.18,-12.41
-6.571,-12.89,-8.864,-8.326,-10.44
-10.2,-8.502,-7.796,-9.147,-8.756
-8.05,-8.321,-8.715,-8.007,-9.768
-6.484,-10.07,-8.691,-13.64,-8.813
-8.191,-9.825,-9.11,-9.186,-9.97
-9.187,-8.073,-9.595,-12.66,-10.72
-7.477,-8.241,-9.261,-8.158,-12.33
-8.579,-9.618,-8.661,-8.246,-8.987
-9,-10.31,-7.936,-13.56,-10.08
-6.251,-8.61,-9.295,-13.68,-8.969
-9.53,-9.478,-7.574,-8.439,-10.91
-11.67,-7.653,-6.973,-8.062,-9.679
-7.488,-7.653,-9.427,-12.19,-9.613
-8.6,-8.712,-8.652,-8.537,-9.968
-7.303,-10.14,-6.435,-9.046,-9.016
-8.797,-10.4,-10.09,-7.85,-8.188
-8.353,-8.081,-9.169,-11.78,-11.33
-5.509,-9.613,-8.291,-8.917,-9.544
-8.761,-8.719,-9.359,-9.764,-8.538
-7.041,-8.664,-8.502,-9.61,-8.968
-8.695,-8.646,-10.36,-9.662,-9.275
-7.38,-8.293,-9.495,-6.904,-9.318
-9.399,-7.926,-8.751,-10.37,-9.182
-6.872,-7.793,-8.766,-8.244,-10.17
-8.503,-7.475,-9.303,-7.062,-12.39
-8.364,-10.62,-7.658,-10.36,-9.913
-7.011,-9.53,-8.377,-8.824,-9.126
-8.716,-7.685,-10.47,-9.213,-6.44
-9.043,-9.467,-8.066,-7.321,-7.322
-9.352,-11.97,-9.579,-8.436,-10.09
-9.38,-7.874,-8.558,-7.297,-9.319
-8.141,-8.241,-10.42,-9.233,-8.588
-8.509,-10.31,-9.451,-9.134,-9.261
-7.875,-6.96,-8.767,-8.007,-10.08
-8.405,-8.01,-11.03,-9.231,-8.615
-6.089,-10.54,-6.142,-9.654,-9.454
-5.614,-9.997,-10.64,-10.16,-9.568
-8.377,-8.166,-7.02,-8.492,-12.97
-8.392,-13.94,-13.49,-13.03,-8.7
-8.683,-9.627,-9.206,-13.24,-9.648
-8.906,-7.748,-9.692,-9.475,-10.41
-6.393,-9.942,-9.532,-9.221,-10.3
-7.497,-9.547,-10.51,-8.555,-9.76
-8.475,-7.225,-10.65,-12.46,-8.217
-8.449,-8.425,-6.352,-8.645,-10.77
-9.486,-8.943,-9.507,-9.321,-8.276
-7.627,-9.618,-10.28,-10.45,-9.434
-8.599,-8.323,-9.559,-9.289,-8.542
-9.031,-8.194,-10.01,-8.766,-9.185
-7.189,-7.951,-12.59,-8.838,-8.291
-8.28,-6.249,-9.717,-5.731,-9.547
-8.2,-9.754,-8.641,-10.41,-9.392
-7.012,-9.503,-8.852,-10.08,-9.144
-7.086,-8.172,-10.15,-9.159,-8.425
-9.277,-9.772,-8.624,-9.263,-9.675
-7.34,-10.11,-8.362,-9.692,-8.945
-8.269,-9.926,-9.812,-7.863,-9.824
-8.19,-7.759,-11.19,-8.901,-9.444
-7.772,-7.608,-8.471,-9.526,-8.483
-8.121,-12.49,-8.192,-9.429,-8.258
-9.103,-7.495,-9.633,-9.447,-10.41
-7.946,-9.95,-8.912,-14.76,-9.415
-7.744,-7.698,-8.373,-9.69,-9.349
-8.14,-9.079,-9.684,-7.88,-9.365
-8.913,-9.658,-8.487,-12.49,-11.13
-9.194,-8.272,-8.975,-9.346,-9.789
-8.963,-9.991,-6.771,-12.2,-7.825
-8.831,-8.44,-6.524,-8.292,-10.08
-6.321,-8.996,-7.276,-14.1,-9.868
-7.118,-8.349,-9.611,-8.894,-7.873
-7.089,-11.14,-9.836,-8.628,-10.31
-8.632,-8.864,-9.393,-8.787,-9.991
-7.573,-8.494,-9.016,-12.85,-8.775
-7.886,-8.114,-8.487,-8.49,-7.572
-9.859,-8.037,-9.858,-9.886,-9.615
-9.094,-9.075,-9.414,-7.066,-8.66
-9.728,-9.188,-11.83,-11.24,-8.137
-8.495,-9.794,-8.929,-7.553,-10.46
-9.189,-9.195,-8.961,-8.937,-7.549
-8.485,-8.964,-8.619,-9.174,-8.176
-8.615,-8.784,-8.102,-9.491,-9.944
-8.141,-10.34,-10.8,-8.881,-9.147
-8.047,-9.82,-9.582,-11.59,-8.791
-7.413,-9.203,-9.475,-8.497,-6.775
-9.568,-8.641,-9.268,-11.65,-10.22
-7.661,-9.303,-10.87,-17.29,-10.58
-8.894,-8.553,-10.53,-9.44,-7.858
-5.863,-8.452,-9.86,-7.885,-9.338
-9.914,-9.498,-16.32,-10.12,-8.841
-8.832,-7.179,-6.694,-8.244,-7.471
-8.252,-11.31,-9.082,-9.317,-8.656
-8.838,-12.11,-8.267,-8.417,-8.318
-7.918,-9.279,-9.38,-19.68,-9.526
-7.364,-8.283,-7.758,-7.136,-10.08
-8.496,-9.861,-9.103,-10.03,-7.999
-9.295,-10.11,-9.104,-7.34,-6.965
-10.17,-8.004,-7.887,-7.92,-9.041
-7.498,-7.268,-9.464,-12.72,-8.149
-7.817,-8.991,-9.109,-13.7,-8.436
-7.849,-8.684,-8.231,-9.972,-8.739
-8.499,-7.21,-10.25,-9.881,-9.242
-9.084,-9.764,-9.164,-9.061,-9.741
-7.989,-11.11,-9.375,-17.3,-9.953
-8.028,-7.413,-9.455,-11.74,-9.063
-9.148,-9.02,-9.687,-7.635,-9.767
-8.874,-9.234,-13.85,-10.4,-8.201
-7.916,-9.613,-9.592,-8.064,-9.632
-7.257,-8.819,-13.58,-9.53,-8.497
-8.664,-8.129,-9.172,-13.94,-10.5
-9.176,-6.765,-7.623,-10.9,-9.305
-6.756,-9.748,-7.859,-10.2,-10.62
-9.092,-10.87,-9.816,-6.493,-10.19
-8.741,-10.42,-10.07,-10.93,-7.598
-6.881,-9.303,-8.366,-12.79,-9.716
-8.172,-13.29,-9.179,-8.474,-9.189
-12.45,-9.933,-9.428,-10.28,-6.604
-6.502,-8.94,-8.632,-9.824,-8.045
-6.813,-9.013,-9.965,-12.86,-8.322
-12.43,-8.762,-9.748,-9.4,-9.131
-8.613,-10.59,-9.352,-14.49,-9.202
-8.18,-10.03,-8.756,-8.932,-8.918
-7.935,-9.144,-13.1,-7.862,-8.653
-8.251,-10.96,-8.542,-10.46,-8.835
-8.213,-9.908,-8.82,-13.67,-9.342
-8.977,-10.29,-10.15,-9.522,-8.858
-6.792,-9.709,-8.607,-8.529,-10.64
-9.349,-10.67,-8.653,-9.636,-8.784
-6.881,-8.657,-8.085,-8.962,-8.918
-9.451,-7.853,-6.959,-7.169,-9.17
-8.718,-10.12,-9.746,-8.633,-8.662
-7.372,-8.619,-14.13,-8.558,-8.607
-7.986,-9.711,-8.331,-10.97,-8.807
-6.51,-10.66,-8.552,-9.346,-6.949
-7.222,-15.86,-10.23,-9.284,-10.16
-8.82,-8.28,-9.499,-6.493,-8.819
-7.4,-7.999,-8.197,-9.754,-10.9
-9.416,-10.88,-9.668,-8.827,-8.752
-8.044,-7.053,-9.875,-8.236,-7.728
-10.55,-9.055,-8.252,-15.34,-8.134
-7.054,-9.347,-12.06,-9.69,-9.896
-8.118,-8.395,-9.428,-9.434,-8.115
-8.362,-11.45,-8.575,-14.84,-7.788
-9.913,-8.573,-10.99,-8.815,-10.08
-9.205,-9.018,-8.47,-12.83,-8.751
-10.13,-10.7,-7.721,-7.266,-11.16
-7.372,-7.565,-8.655,-10.98,-10.49
-7.797,-7.923,-8.456,-7.47,-11.07
-9.32,-8.517,-7.987,-13.12,-10.12
-7.137,-8.568,-9.123,-8.438,-9.658
-6.982,-8.764,-9.71,-9.739,-9.557
-8.877,-9.829,-8.988,-7.767,-8.796
-7.924,-9.466,-8.515,-13.19,-11.04
-6.706,-7.691,-7.284,-6.851,-7.369
-8.475,-9.595,-8.686,-7.066,-12.22
-12.34,-7.007,-8.369,-8.742,-10.23
-9.755,-9.576,-9.216,-8.897,-9.209
-11.78,-9.546,-9.958,-7.272,-9.852
-8.739,-11.09,-9.356,-8.999,-11.31
-7.561,-10.23,-7.328,-7.842,-8.251
-9.113,-13.31,-10.02,-9.503,-9.8
-8.36,-12.58,-9.025,-10.23,-10.36
-9.236,-10.73,-10.37,-10.69,-9.609
-7.714,-10.35,-8.181,-8.111,-10.35
-9.016,-8.758,-11.55,-7.921,-9.276
-7.674,-8.328,-10.28,-8.252,-10.4
-7.628,-10.34,-9.966,-9.72,-8.629
-9.257,-9.273,-6.574,-8.679,-10.1
-7.31,-10.34,-7.38,-12.14,-8.741
-7.813,-8.656,-9.477,-9.344,-9.043
-7.728,-8.979,-8.959,-11.71,-10.51
-8.889,-9.938,-9.162,-11.87,-8.298
-9.493,-14.27,-9.447,-9.014,-9.4
-8.172,-10.78,-9.033,-9.588,-10.01
-8.066,-8.607,-8.13,-8.148,-10.29
-9.532,-8.113,-12.04,-11.05,-9.16
-6.574,-7.528,-8.437,-11.24,-8.56
-7.185,-10.4,-8.398,-8.115,-9.33
-7.938,-7.426,-14.15,-14.93,-8.174
-7.041,-8.725,-8.298,-9.19,-10.46
-8.305,-8.848,-9.033,-12.74,-9.306
-8.341,-8.502,-7.942,-12.25,-9.499
-7.134,-8.455,-10.36,-8.695,-10.38
-10.29,-7.146,-9.569,-10.03,-10.31
-7.537,-9.611,-10.13,-9.808,-11.57
-8.109,-8.78,-8.33,-12.04,-9.584
-7.505,-10.66,-9.066,-15.52,-10.43
-9.225,-10.51,-8.482,-7.43,-11.71
-8.017,-9.45,-9.86,-8.693,-9.062
-8.18,-9.04,-9.33,-8.286,-10.49
-8.407,-11.07,-11.72,-8.796,-9.98
-9.297,-11.23,-8.76,-10.19,-10.39
-7.978,-7.997,-9.941,-9.255,-10.06
-9.062,-8.985,-8.421,-8.987,-9.003
-7.377,-8.03,-8.331,-8.476,-6.459
-8.883,-10.27,-8.111,-8.701,-8.961
-8.367,-8.111,-13.93,-9.005,-7.998
-7.848,-11.35,-8.78,-9.21,-9.738
-8.67,-9.885,-10.64,-9.013,-7.543
-8.677,-8.628,-10.19,-7.839,-10.93
-9.125,-6.551,-8.934,-6.618,-9.328
-7.815,-13.58,-9.241,-10.5,-9.557
-6.944,-9.133,-9.209,-9.521,-11.21
-7.545,-9.229,-10.94,-9.319,-9.098
-7.698,-9.598,-7.629,-9.487,-9.322
-7.086,-9.364,-9.357,-8.007,-9.987
-7.492,-11.24,-8.904,-6.211,-9.775
-8.646,-9.136,-9.414,-13.53,-9.484
-10.12,-8.35,-8.133,-8.753,-8.761
-8.175,-9.731,-9.109,-13.51,-9.541
-7.866,-8.071,-9.593,-8.691,-10.88
-7.132,-10.24,-8.692,-8.615,-8.116
-10.28,-8.549,-8.294,-10.04,-9.482
-7.111,-10.36,-9.157,-7.264,-9.289
-7.409,-9.615,-10.33,-9.745,-8.444
-7.974,-8.393,-12.63,-10.11,-8.336
-8.205,-7.908,-14.4,-13.4,-8.428
-7.555,-7.821,-8.923,-7.966,-6.937
-7.634,-10.57,-9.193,-7.361,-9.789
-9.023,-8.196,-8.495,-12.01,-9.691
-7.017,-8.427,-7.672,-12.8,-13.05
-8.428,-9.715,-8.155,-8.265,-9.492
-11.54,-9.129,-8.177,-7.979,-10.11
-9.663,-7.544,-10.4,-7.751,-9.178
-8.929,-9.605,-13.41,-12.64,-8.259
-7.421,-8.501,-8.021,-9.737,-7.207
-9.234,-8.042,-8.862,-13.02,-12.32
-6.234,-12.25,-9.219,-9.781,-7.388
-7.705,-8.907,-8.324,-9.101,-9.891
-6.895,-9.49,-13.14,-10.71,-9.827
-8.183,-8.471,-9.492,-10.23,-13.33
-8.043,-9.999,-8.196,-14.94,-8.678
-6.893,-10.19,-8.506,-10.63,-9.146
-9.818,-8.207,-9.1,-9.556,-9.474
-8.95,-9.293,-9.216,-8.858,-8.959
-8.275,-9.134,-8.179,-9.436,-10.41
-8.925,-8.005,-7.694,-9.53,-9.042
-7.06,-9.1,-11.87,-8.568,-9.997
-8.797,-9.502,-12.59,-11.19,-9.671
-9.008,-10.28,-8.86,-9.768,-9.025
-9.076,-7.212,-9.119,-7.84,-9.443
-8.528,-8.605,-8.7,-9.716,-8.022
-6.514,-11.23,-9.701,-9.605,-8.76
-7.872,-9.997,-9.353,-6.417,-8.179
-9.798,-8.793,-8.126,-9.963,-13.12
-7.696,-8.051,-8.378,-8.64,-9.916
-9.324,-8.408,-8.333,-7.87,-8.446
-7.598,-11.95,-8.825,-9.838,-9.381
-8.29,-9.725,-8.686,-8.038,-10.51
-8.899,-8.734,-8.964,-11.74,-8.897
-7.577,-9.599,-9.45,-8.95,-8.943
-8.989,-8.436,-6.365,-9.529,-10.12
-10.7,-10.06,-14.88,-9.467,-11.34
-7.332,-8.808,-9.559,-9.841,-7.096
-7.946,-8.709,-9.635,-9.206,-8.346
-9.864,-10.45,-9.966,-8.885,-10.59
-8.211,-9.015,-9.385,-10.59,-8.469
-8.144,-10.01,-9.005,-7.5,-9.676
-7.706,-9.72,-8.538,-8.189,-6.187
-10.38,-8.874,-14.3,-8.705,-9.732
-7.664,-10.16,-9.261,-9.146,-9.747
-8.063,-9.137,-10.18,-8.064,-9.134
-9.097,-8.725,-9.344,-12.5,-8.793
-12.82,-9.255,-9.609,-10.29,-10.17
-8.828,-8.669,-9.067,-13.37,-9.041
-9.637,-8.428,-8.47,-6.984,-8.557
-7.722,-8.57,-8.364,-8.486,-7.657
-7.54,-8.447,-11.15,-7.684,-11.21
-9.423,-8.172,-7.92,-9.744,-8.404
-9.695,-8.459,-9.537,-9.369,-8.79
-7.682,-9.271,-14.58,-9.864,-9.438
-7.796,-9.869,-9.769,-8.22,-10.18
-10.37,-8.274,-8.135,-9.441,-8.209
-7.316,-11.13,-8.625,-8.027,-9.559
-6.749,-8.814,-7.98,-8.472,-7.615
-8.729,-9.131,-9.648,-9.293,-9.952
-7.103,-10.73,-9.042,-7.547,-7.479
-7.736,-7.927,-9.667,-11.87,-8.814
-7.835,-9.915,-10.09,-8.438,-10.72
-8.231,-8.557,-9.514,-9.525,-10.27
-7.266,-8.208,-9.771,-9.836,-9.505
-10.95,-10.38,-8.4,-11.6,-8.557
-8.06,-8.933,-10.28,-6.904,-9.187
-9.01,-8.265,-7.285,-8.194,-10.89
-7.876,-7.933,-6.839,-9.234,-11.84
-6.493,-11.19,-13.29,-8.321,-8.99
-7.249,-8.147,-6.054,-6.803,-9.187
-6.832,-10.88,-10.78,-9.704,-8.794
-8.171,-9.515,-9.618,-9.044,-8.871
-9.012,-9.609,-9.815,-8.68,-10.71
-7.896,-9.609,-11.81,-10.07,-9.01
-10.04,-9.397,-14.05,-8.751,-8.424
-11.82,-10.54,-9.009,-8.019,-8.013
-7.21,-9.584,-8.259,-7.684,-9.436
-7.926,-11.09,-8.428,-9.051,-10.64
-6.001,-9.619,-11.05,-7.723,-10.01
-8.435,-8.378,-6.279,-8.516,-8.603
-8.62,-9.355,-10.33,-8.648,-9.548
-8.62,-10.63,-13.33,-9.614,-9.645
-6.658,-10.01,-9.502,-9.638,-9.864
-9.221,-10.12,-18.87,-7.369,-10.42
-6.877,-8.188,-8.835,-10.25,-8.95
-7.783,-11.49,-9.333,-8.275,-10.59
-8.578,-8.352,-9.12,-7.257,-8.515
-7.674,-8.04,-9.428,-9.827,-7.648
-7.449,-14.52,-9.341,-8.36,-9.497
-7.572,-9.519,-6.848,-12.87,-7.091
-7.761,-10.99,-7.281,-5.44,-10.43
-7.606,-8.872,-9.383,-9.662,-9.235
-7.123,-8.532,-9.273,-9.332,-7.699
-8.071,-7.656,-11.55,-11.06,-8.56
-10.38,-7.891,-8.328,-9.373,-7.489
-9.183,-9.411,-8.823,-7.534,-6.958
-7.238,-10.59,-11.43,-7.845,-9.534
-7.015,-9.816,-9.088,-8.446,-8.936
-8.428,-10.4,-9.544,-11.06,-9.755
-7.577,-9.507,-6.231,-14.51,-10.15
-8.425,-12.41,-10.41,-8.139,-7.941
-8.596,-9.382,-12.48,-12.18,-9.372
-7.705,-9.76,-13.92,-7.759,-8.894
-9.054,-6.9,-9.21,-8.196,-8.504
-8.276,-8.332,-11.55,-8.875,-7.168
-8.192,-8.979,-8.382,-6.866,-9.239
-7.622,-8.563,-7.095,-7.649,-10.18
-8.561,-8.6,-9.952,-10.28,-9.112
-6.162,-7.819,-12.31,-11.28,-9.61
-8.105,-7.852,-8.118,-11.83,-9.633
-8.962,-8.638,-8.977,-15.98,-10.5
-7.914,-9.68,-7.588,-10.47,-9.605
-6.832,-8.669,-11.31,-5.463,-7.997
-8.076,-8.403,-8.026,-9.64,-7.701
-6.945,-7.804,-9.8,-9.951,-9.552
-7.323,-10.09,-6.006,-9.545,-10.49
-7.829,-7.704,-8.507,-8.22,-8.231
-7.935,-9.329,-14.33,-9.317,-11.09
-8.863,-10.24,-9.409,-9.38,-9.098
-6.703,-8.091,-7.789,-11.97,-8.122
-7.747,-7.849,-9.225,-10.06,-8.942
-9.021,-7.971,-10.42,-7.14,-10.67
-7.307,-9.845,-9.23,-8.809,-9.194
-8.25,-8.549,-8.681,-10.39,-9.01
-8.399,-8.093,-12.53,-8.213,-7.261
-6.866,-7.23,-10.78,-7.974,-10.27
-9.226,-7.945,-8.889,-9.748,-9.508
-12,-8.964,-9.79,-9.522,-8.039
-7.887,-11.85,-10.52,-13.16,-7.838
-7.31,-7.941,-10.57,-8.909,-9.766
-10.09,-9.242,-10.23,-9.227,-10.43
-9.199,-8.638,-9.284,-9.633,-8.495
-13.03,-9.039,-12.92,-7.578,-7.812
-12.42,-9.452,-10.48,-8.068,-10.16
-8.046,-8.41,-10.11,-9.512,-9.897
-7.974,-9.12,-10.11,-8.718,-9.671
-7.819,-10.72,-8.199,-7.824,-8.65
-8.816,-9.462,-8.333,-12.91,-8.764
-7.627,-8.287,-8.216,-9.403,-8.34
-8.342,-7.418,-8.993,-8.841,-10.5
-8.762,-9.014,-9.448,-7.262,-9.954
-6.766,-7.5,-10.53,-15.15,-7.34
-8.809,-8.17,-8.92,-11.37,-8.17
-7.977,-8.867,-9.609,-9.958,-10.46
-8.816,-12.62,-8.334,-9.083,-9.423
-7.84,-9.244,-8.517,-12.94,-9.862
-9.258,-8.963,-12.89,-8.318,-8.313
-7.885,-11.13,-14.07,-8.04,-10.88
-9.072,-9.424,-9.285,-11.16,-10.75
-7.39,-8.585,-11.12,-14.67,-11.12
-8.048,-7.789,-9.342,-11.72,-8.208
-5.719,-8.203,-12.68,-13.86,-9.564
-8.616,-9.072,-9.557,-9.401,-9.995
-8.298,-8.383,-13.99,-8.999,-8.286
-7.82,-8.277,-8.025,-9.025,-8.332
-6.587,-8.468,-13.51,-8.277,-9.338
-7.064,-9.873,-9.472,-6.904,-10.75
