affinity-inactive,affinity_6LUQ_H-Chembl24,affinity_6LUQ_H-gail_sm,affinity_6LUQ_H-gail_sf,affinity-active
-8.038,-8.291,-13.95,-9.504,-9.731
-9.414,-10.57,-10.05,-6.727,-9.82
-8.417,-7.063,-8.234,-11.06,-9.204
-8.613,-9.989,-10.65,-7.441,-9.847
-9.445,-8.352,-12.15,-8.073,-10.43
-10.1,-8.362,-9.808,-6.581,-8.019
-13.98,-10.17,-10.46,-8.859,-8.184
-8.962,-14.34,-9.902,-9.584,-13.39
-8.718,-7.898,-13.42,-9.385,-6.98
-10.39,-10.41,-9.608,-9.939,-9.546
-7.542,-8.788,-10.4,-9.111,-9.976
-8.557,-7.966,-8.29,-10.06,-9.073
-7.945,-7.924,-7.025,-13.71,-9.417
-8.066,-9.128,-7.8,-7.302,-8.202
-5.916,-10.72,-9.559,-10.14,-11.86
-7.963,-8.107,-9.884,-9.13,-7.5
-8.816,-12.39,-7.887,-13.73,-8.372
-10.87,-8.9,-13.16,-7.957,-8.618
-9.096,-8.611,-8.119,-10.41,-8.561
-9.13,-8.885,-9.357,-9.736,-7.241
-8.063,-10.02,-12.46,-8.997,-9.351
-7.793,-9.773,-8.51,-9.672,-9.707
-7.979,-9.267,-11.07,-8.93,-8.729
-7.177,-10.63,-8.926,-7.074,-8.653
-9.179,-8.083,-8.514,-8.617,-9.104
-8.758,-9.827,-9.358,-9.227,-10.38
-6.977,-11.54,-10.15,-10.3,-12.54
-5.981,-7.981,-9.844,-8.676,-8.177
-7.536,-8.504,-9.677,-9.618,-10.25
-7.071,-7.58,-11.84,-12.81,-10.11
-7.901,-11.37,-9.368,-9.608,-9.748
-8.847,-9.046,-10.54,-14.07,-12.22
-7.991,-9.79,-7.964,-8.708,-9.944
-8.723,-8.246,-11.27,-9.272,-8.87
-8.288,-9.355,-9.123,-6.837,-7.324
-7.246,-8.753,-8.579,-11.46,-8.4
-9.098,-9.94,-9.546,-10.41,-6.96
-7.922,-8.038,-9.342,-12.53,-10.71
-7.035,-12.28,-6.866,-8.1,-8.311
-7.68,-6.668,-10.4,-8.926,-11.82
-8.018,-9.188,-8.659,-10.21,-11.73
-9.417,-7.747,-10.18,-8.725,-9.443
-8.52,-10.69,-11.55,-9.827,-9.679
-10.39,-7.896,-9.501,-7.602,-7.728
-8.504,-8.125,-13.09,-9.447,-10.54
-9.743,-7.881,-11.06,-8.099,-10.09
-8.039,-10.19,-7.024,-8.351,-9.606
-7.049,-13.17,-8.633,-9.132,-10.15
-9.839,-10.43,-9.152,-12.94,-9.836
-9.874,-7.061,-9.132,-14.54,-8.621
-9.763,-8.432,-9.183,-12.11,-10.89
-6.556,-9.915,-16.08,-11.5,-10.41
-8.741,-9.489,-9.232,-9.672,-7.334
-10.09,-9.984,-12.89,-10.09,-9.261
-10.34,-11.16,-7.866,-9.952,-7.972
-9.83,-9.773,-8.664,-8.38,-7.393
-9.48,-9.679,-8.318,-11.84,-12.27
-7.122,-11.31,-8.211,-10.65,-8.948
-7.699,-8.179,-10.1,-8.685,-14
-7.541,-8.431,-8.537,-10.38,-8.794
-8.807,-8.682,-9.296,-8.637,-9.7
-9.086,-9.629,-8.568,-13.54,-10.28
-8.684,-7.416,-12.14,-10.39,-9.41
-7.078,-9.85,-6.862,-7.443,-8.967
-9.292,-7.38,-9.327,-7.142,-9.741
-9.373,-9.005,-9.75,-10.22,-8.502
-8.961,-9.653,-8.291,-9.688,-7.961
-7.798,-10.72,-7.384,-13.45,-10.28
-10.51,-7.727,-8.118,-11.99,-8.581
-7.821,-9.804,-9.181,-8.319,-12.59
-6.49,-9.471,-10.25,-12.43,-9.362
-8.771,-11.6,-8.478,-9.362,-8.99
-9.038,-9.911,-8.042,-8.965,-10.2
-9.115,-9.585,-8.177,-6.856,-13
-9.017,-8.155,-8.022,-6.743,-9.052
-9.575,-10.65,-9.689,-6.972,-8.301
-7.886,-9.987,-9.358,-11.08,-8.836
-9.532,-9.12,-7.963,-12.17,-10.23
-7.875,-8.496,-7.301,-10.51,-12.15
-10.44,-10.5,-7.163,-10.07,-9.611
-8.084,-14.1,-9.069,-7.605,-9.136
-9.462,-9.299,-8.893,-8.735,-9.886
-10.54,-9.34,-8.888,-8.76,-10.31
-8.373,-9.551,-9.409,-13.23,-9.092
-8.044,-7.505,-9.024,-9.435,-11.4
-9.071,-8.99,-9.931,-12.56,-9.383
-6.315,-7.629,-9.615,-7.592,-10.27
-8.42,-10.07,-9.789,-7.483,-11.29
-8.041,-9.947,-8.051,-11.9,-13.24
-8.913,-8.873,-8.603,-13.62,-9.153
-10.14,-10.25,-7.985,-9.567,-10.4
-9.694,-8.245,-7.093,-8.749,-7.24
-6.776,-8.127,-9.532,-12.42,-8.372
-9.155,-7.893,-8.962,-8.933,-10.1
-8.787,-9.215,-7.702,-9.088,-6.847
-9.856,-8.159,-9.075,-8.308,-7.226
-11.18,-7.888,-9.284,-12.28,-13.31
-7.112,-8.663,-7.438,-9.908,-10.32
-8.103,-8.94,-8.48,-9.877,-9.2
-9.64,-9.411,-9.092,-8.434,-7.397
-9.124,-9.335,-11.08,-10.71,-9.503
-10.65,-8.384,-9.668,-7.44,-11.07
-6.929,-6.982,-9.518,-10.2,-9.479
-9.467,-8.507,-7.173,-8.298,-12.03
-7.153,-7.968,-9.209,-7.209,-10.26
-7.591,-12.32,-7.011,-10.67,-11.7
-9.309,-10.19,-7.946,-9.973,-8.023
-9.431,-7.445,-10.58,-8.505,-10.9
-7.841,-10.76,-8.45,-6.759,-9.912
-7.62,-11.31,-9.808,-7.162,-7.446
-9.126,-8.73,-8.298,-7.128,-9.91
-7.732,-8.563,-10.66,-9.616,-7.251
-7.226,-9.85,-9.219,-10.15,-9.405
-8.841,-7.799,-8.542,-8.76,-8.766
-8.508,-8.595,-9.733,-9.468,-11.33
-10.06,-11.18,-7.291,-10.28,-9.349
-8.883,-9.254,-10.91,-10.5,-9.18
-9.54,-7.198,-7.233,-9.229,-12.76
-10.77,-14.2,-13.52,-12.78,-10.7
-8.414,-11.05,-9.654,-13.69,-14.22
-7.564,-9.872,-8.737,-9.564,-10.66
-7.846,-9.35,-9.351,-9.357,-8.317
-8.593,-8.727,-8.992,-9.287,-13.89
-8.011,-6.835,-10.76,-11.77,-15.07
-9.479,-9.59,-7.061,-7.799,-12.66
-7.626,-9.464,-10.31,-9.879,-8.164
-10.23,-9.586,-10.66,-9.321,-9.768
-9.025,-8.394,-10.23,-9.356,-9.113
-8.797,-8.386,-10.03,-10.15,-7.306
-6.658,-8.584,-12.02,-8.154,-11.14
-8.805,-6.348,-9.517,-6.228,-7.878
-7.873,-9.901,-9.323,-11.22,-10.27
-8.881,-9.077,-9.174,-9.577,-9.233
-12.53,-7.743,-10.32,-7.776,-9.371
-12.52,-9.458,-8.77,-9.288,-9.071
-9.313,-10.77,-8.302,-10.76,-9.818
-8.921,-9.053,-8.912,-7.459,-10.61
-7.228,-9.037,-10.95,-9.398,-9.462
-9.116,-8.33,-9.121,-10.11,-10.66
-9.328,-12.89,-7.474,-9.962,-12.15
-9.25,-7.194,-9.667,-9.789,-8.427
-7.827,-9.886,-8.053,-13.75,-8.771
-6.947,-8.251,-7.074,-10.61,-8.346
-10.02,-10.06,-9.606,-7.178,-10.27
-10.36,-10.3,-9.357,-12.22,-7.133
-7.957,-8.389,-8.528,-9.907,-8.8
-8.992,-9.543,-7.682,-12.61,-9.275
-9.312,-7.765,-6.972,-8.117,-10.99
-10.69,-9.678,-8.3,-14.05,-9.702
-8.684,-7.26,-9.173,-9.456,-11.61
-6.36,-9,-9.643,-8.49,-11.2
-7.598,-10.32,-9.44,-9.183,-10.15
-9.707,-8.804,-9.929,-10.97,-10.63
-9.134,-8.41,-9.489,-8.567,-10.58
-8.933,-8.12,-8.977,-10.33,-8.737
-8.057,-7.601,-9.155,-6.922,-7.874
-8.954,-10.77,-11.94,-11,-10.29
-9.918,-9.912,-10.05,-6.094,-10.26
-9.536,-9.457,-9.639,-7.76,-9.192
-9.081,-10.41,-7.3,-9.791,-8.678
-9.092,-8.912,-7.474,-8.608,-7.008
-9.255,-10.9,-10.65,-8.439,-9.339
-8.375,-10.63,-9.624,-11.11,-10.28
-7.337,-8.854,-7.978,-7.824,-10.2
-9.607,-10.15,-9.654,-11.03,-10.62
-8.134,-8.292,-10.38,-17.09,-8.179
-9.146,-8.744,-10.47,-10.18,-10.2
-9.94,-7.684,-10.68,-8.763,-9.625
-8.509,-9.376,-15.41,-10.63,-8.536
-9.011,-8.613,-7.59,-8.298,-9.667
-9.016,-10.34,-9.287,-10.21,-11.13
-6.191,-12,-8.215,-7.539,-9.925
-7.973,-8.735,-10.34,-19.09,-10.71
-7.79,-9.93,-7.668,-8.588,-6.51
-8.804,-8.994,-9.268,-10.01,-12.14
-8.356,-10.19,-7.291,-7.373,-8.453
-9.165,-8.702,-7.845,-8.134,-10.57
-9.574,-7.964,-10.57,-11.31,-11.99
-9.474,-9.49,-10,-13.79,-13.23
-12.26,-9.114,-8.975,-10.2,-8.389
-10.44,-7.805,-11.15,-10.23,-9.509
-9.209,-10.73,-9.614,-9.601,-8.043
-7.233,-11.33,-11.75,-16.4,-13.54
-9.007,-7.813,-10.02,-12.03,-12.12
-8.92,-9.647,-10.65,-7.255,-9.214
-10.65,-9.948,-12.07,-9.65,-9.165
-8.529,-10.44,-9.761,-7.132,-9.907
-9.174,-9.207,-14.01,-8.783,-8.112
-9.882,-8.349,-10.33,-14.13,-10.61
-9.412,-6.961,-7.166,-11.35,-8.023
-8.211,-10.78,-9.683,-9.327,-8.927
-9.036,-11.4,-9.233,-6.636,-6.707
-10.59,-9.53,-10.47,-11.28,-10.07
-8.587,-9.957,-8.804,-12.63,-11.92
-7.007,-12.88,-9.79,-8.76,-7.256
-9.597,-9.875,-10.34,-10.3,-8.198
-7.537,-10.31,-8.335,-9.89,-9.395
-8.411,-7.717,-9.203,-12.83,-9.712
-10.99,-9.219,-9.746,-9.209,-11.51
-7.59,-12.83,-10.21,-13.23,-7.759
-7.982,-10.67,-9.82,-9.754,-9.501
-8.529,-8.629,-13.44,-7.841,-10.56
-10.02,-11.19,-9.247,-10.56,-10.96
-7.865,-8.423,-8.654,-13.37,-9.73
-6.643,-9.374,-11.11,-8.897,-10.6
-10.46,-8.096,-8.93,-9.476,-11.48
-8.481,-9.255,-7.356,-10.01,-8.71
-7.774,-8.637,-8.265,-9.339,-11.96
-7.958,-7.858,-6.179,-6.114,-8.562
-8.183,-9.374,-11.1,-9.337,-7.431
-9.533,-8.784,-14.62,-8.821,-10.18
-10.58,-9.492,-8.694,-11.72,-6.716
-8.735,-10.7,-9.314,-9.907,-13.56
-9.18,-13.63,-9.819,-9.036,-8.751
-8.956,-9.153,-9.917,-6.636,-9.463
-6.046,-9.152,-8.775,-8.652,-8.887
-8.379,-9.281,-10.74,-9.204,-10.94
-8.719,-8.06,-9.04,-7.67,-9.72
-8.377,-8.768,-8.534,-14.68,-9.162
-8.631,-9.208,-12.4,-10.45,-7.504
-9.7,-9.173,-9.975,-10.03,-12.08
-9.116,-11.29,-8.05,-14.73,-9.299
-8.242,-8.18,-11.66,-8.79,-8.836
-8.996,-9.73,-9.076,-12.54,-10.36
-9.265,-9.785,-7.325,-8.379,-10.17
-9.129,-6.845,-7.53,-11.96,-9.925
-8.527,-7.894,-7.593,-8.324,-10.21
-8.081,-8.776,-8.584,-12.39,-13.87
-9.209,-8.854,-8.951,-8.894,-9.885
-8.214,-8.673,-9.806,-8.671,-8.759
-7.343,-10.64,-7.994,-8.891,-9.858
-8.904,-10.39,-8.926,-13.58,-9.208
-9.133,-8.172,-6.922,-7.467,-7.293
-8.561,-8.38,-10.15,-6.922,-9.278
-10.99,-8.047,-9.018,-9.695,-12.01
-7.199,-8.725,-9.723,-9.276,-7.97
-9.195,-7.756,-11.13,-6.516,-7.002
-8.831,-10.29,-9.499,-8.227,-12.21
-7.187,-9.86,-7.365,-8.56,-11.15
-9.185,-13.56,-9.436,-9.129,-9.368
-9.468,-11.6,-8.529,-10.79,-10.25
-8.013,-10.57,-11.36,-10.46,-11.12
-8.316,-9.246,-8.928,-7.691,-10.39
-7.669,-8.275,-10.83,-8.485,-9.228
-9.346,-7.336,-10.3,-8.976,-8.464
-10.39,-9.795,-8.992,-10.53,-8.319
-9.307,-8.307,-5.786,-9.778,-11.67
-9.907,-10.79,-7.729,-13.15,-8.947
-9.363,-8.604,-7.664,-8.356,-9.897
-7.299,-10.18,-8.935,-11.79,-9.983
-9.235,-9.859,-8.818,-11.94,-9.31
-7.727,-12.99,-9.459,-8.586,-10.64
-7.539,-10.14,-8.835,-9.871,-9.383
-11.77,-9.197,-8.213,-8.47,-8.471
-9.645,-7.816,-11.64,-6.905,-10.78
-7.491,-7.535,-8.593,-11.24,-7.995
-8.379,-10.15,-9.663,-9.059,-9.015
-9.399,-8.124,-12.97,-14.96,-8.719
-9.293,-7.753,-8.775,-9.01,-11.19
-8.839,-8.301,-9.497,-13.03,-10.44
-9.047,-9.408,-8.769,-13.27,-9.142
-9.386,-9.721,-9.677,-9.116,-7.537
-8.015,-7.798,-11.24,-10.01,-10.32
-8.912,-9.618,-10.74,-9.927,-9.507
-7.648,-8.505,-7.576,-13.36,-8.481
-6.613,-11.03,-10.24,-15.39,-9.851
-8.664,-11.34,-8.058,-7.057,-9.689
-7.453,-10.32,-10.17,-8.723,-10.2
-6.823,-9.163,-10.33,-8.058,-8.582
-7.745,-9.845,-12.82,-9.58,-9.042
-8.903,-11.06,-8.327,-11.38,-12.46
-9.82,-7.991,-9.92,-8.883,-7.534
-8.204,-8.062,-9.08,-9.497,-8.297
-7.419,-8.954,-8.554,-8.423,-8.218
-9.747,-9.129,-8.266,-8.082,-7.843
-9.432,-8.691,-14.69,-8.163,-10.3
-9.055,-9.713,-7.894,-8.782,-10.16
-6.527,-9.353,-10.98,-8.899,-7.324
-7.872,-10.17,-9.938,-7.074,-8.523
-9.193,-7.23,-8.983,-7.625,-9.836
-8.461,-13.79,-9.691,-10.48,-9.369
-6.74,-9.672,-9.145,-9.103,-8.133
-5.846,-8.784,-10.89,-7.948,-9.408
-9.31,-10.21,-7.842,-9.552,-9.957
-9.832,-8.897,-8.527,-8.76,-10.67
-10.46,-10.4,-9.444,-6.971,-10.7
-9.977,-10.52,-9.125,-13.29,-8.156
-9.57,-6.91,-7.952,-7.443,-10.79
-6.985,-9.748,-10.18,-13.72,-8.911
-7.372,-7.556,-9.816,-7.529,-9.307
-9.281,-10.53,-9.678,-10.16,-9.434
-8.662,-9.376,-8.05,-10.25,-11.39
-10.26,-9.347,-9.134,-6.758,-9.589
-8.446,-10.49,-10.59,-9.881,-9.471
-11.87,-6.406,-12.82,-9.229,-7.329
-8.924,-7.63,-13.03,-13.96,-8.589
-12.57,-6.576,-8.405,-7.282,-11.02
-8.864,-9.211,-7.945,-6.941,-9.35
-8.838,-9.584,-8.873,-12.82,-10.67
-7.525,-8.326,-7.164,-12.24,-10.22
-6.665,-8.783,-7.289,-8.922,-9.742
-7.74,-9.782,-8.041,-8.248,-8.529
-7.326,-9.346,-11.19,-9.292,-12.94
-10.32,-10.07,-13.18,-12.64,-6.973
-8.434,-9.742,-8.06,-9.704,-8.581
-10.1,-6.82,-8.987,-12.99,-12.19
-9.895,-12.67,-9.186,-9.281,-9.55
-10.5,-8.323,-8.783,-8.258,-7.219
-6.08,-8.999,-13.22,-11.47,-10.48
-8.87,-8.463,-9.902,-10.35,-8.436
-10.14,-9.701,-8.399,-14.62,-11.03
-10.02,-11.14,-9.295,-11.32,-11.92
-8.605,-7.928,-9.046,-10.02,-10.49
-7.11,-7.781,-10.48,-9.786,-8.277
-8.114,-8.624,-8.883,-9.004,-10.97
-9.088,-7.06,-8.267,-9.428,-10.9
-7.115,-8.88,-11.7,-10.3,-8.441
-7.234,-9.264,-11.89,-10.54,-9.759
-8.534,-9.696,-9.465,-10.37,-8.582
-8.826,-7.709,-9.149,-7.934,-7.386
-9.362,-8.911,-9.017,-10.3,-9.755
-8.595,-12.55,-9.779,-9.799,-10.02
-9.538,-10.42,-9.859,-7.429,-8.187
-6.867,-9.69,-8.892,-9.358,-9.97
-7.819,-7.202,-8.956,-7.487,-10.07
-8.699,-8.816,-8.726,-7.908,-9.81
-8.066,-10.86,-9.894,-9.075,-9.301
-9.873,-7.984,-6.953,-6.978,-6.711
-8.346,-8.551,-8.816,-11.42,-10.3
-11.07,-10.31,-9.942,-7.926,-10.56
-9.577,-8.332,-7.133,-9.643,-13.21
-7.468,-9.441,-12.76,-9.916,-9.301
-9.453,-8.994,-9.633,-10.2,-11.26
-13.76,-8.685,-10.4,-9.416,-10.53
-10.26,-10.08,-10.33,-9.29,-10.2
-8.351,-8.111,-9.529,-10.63,-8.487
-8.035,-8.241,-9.056,-6.656,-9.703
-10.15,-9.6,-8.53,-9.822,-9.667
-9.106,-11.46,-12.8,-9.026,-10.28
-8.146,-9.854,-9.348,-9.259,-9.601
-8.2,-8.739,-9.768,-7.985,-8.585
-7.478,-8.474,-9.517,-10.75,-9.128
-7.308,-8.256,-8.949,-11.31,-9.77
-6.276,-8.13,-9.697,-12.34,-13.69
-9.702,-9.895,-9.265,-7.692,-7.288
-8.249,-7.997,-9.441,-7.228,-7.785
-9.204,-9.175,-11.73,-6.894,-7.872
-6.754,-9.754,-8.029,-9.627,-9.211
-8.519,-8.655,-9.556,-9.511,-9.67
-8.23,-9.056,-14.13,-10.11,-9.389
-7.018,-9.79,-10.61,-8.128,-8.843
-8.18,-10.18,-7.28,-9.338,-6.827
-9.502,-11.26,-8.578,-9.159,-10.24
-15.55,-8.245,-7.529,-8.842,-9.789
-9.12,-10.62,-9.808,-10.2,-9.743
-7.723,-8.842,-9.339,-7.5,-10.65
-6.128,-7.884,-9.331,-11.5,-6.442
-7.76,-11.13,-9.284,-9.455,-8.51
-9.242,-7.307,-9.489,-9.843,-10.05
-7.864,-6.815,-9.724,-9.643,-7.315
-8.825,-10.93,-10.44,-11.99,-9.136
-8.205,-8.398,-10.3,-7.44,-7.02
-9.763,-9.766,-7.969,-8.49,-10.22
-7.167,-10.8,-7.482,-9.553,-8.835
-8.357,-9.982,-13.05,-9.124,-9.501
-8.862,-9.358,-6.603,-7.372,-8.464
-9.486,-10.72,-10.12,-10.9,-6.846
-8.709,-10.64,-9.494,-10.17,-9.185
-11.15,-9.815,-10.04,-8.991,-11.19
-9.25,-9.815,-10.3,-9.707,-9.268
-7.667,-11.01,-13.58,-7.964,-7.569
-6.234,-9.321,-9.808,-7.655,-9.381
-9.424,-9.137,-8.616,-6.894,-9.848
-9.242,-11.34,-9.385,-10.26,-11.3
-9.122,-9.825,-11.46,-7.184,-9.784
-6.507,-9.077,-6.759,-8.262,-12.72
-8.342,-8.608,-10.42,-8.112,-10.18
-8.723,-10.03,-12.59,-10.08,-8.938
-8.486,-10.71,-9.494,-9.605,-9.65
-8.567,-9.431,-18.56,-8.12,-10.1
-6.405,-8.735,-8.817,-9.971,-9.662
-8.647,-11.8,-9.379,-8.559,-9.658
-7.32,-8.869,-9.724,-7.073,-9.978
-11.11,-8.799,-10.49,-10.31,-9.352
-7.91,-13.95,-10.56,-8.654,-8.731
-8.682,-8.948,-6.957,-11.64,-10.54
-8.092,-10.58,-7.78,-5.934,-13.04
-7.412,-7.878,-8.462,-10.71,-9.009
-7.269,-9.187,-10.61,-9.144,-9.527
-7.733,-6.606,-10.83,-11.99,-12.96
-7.792,-8.263,-7.895,-10.29,-8.977
-10.36,-9.27,-8.606,-7.534,-9.719
-8.936,-10.56,-10.79,-8.473,-6.969
-7.173,-9.909,-9.422,-8.314,-10.51
-9.412,-10.35,-10.08,-8.953,-12.01
-7.314,-11.55,-6.932,-13.49,-8.336
-10.59,-12.26,-10.35,-7.573,-7.723
-10.5,-8.428,-12.47,-12.05,-9.411
-8.782,-9.932,-13.32,-7.236,-10.23
-7.83,-7.885,-9.769,-7.755,-8.979
-8.919,-8.391,-10.83,-8.35,-10.75
-8.918,-10.44,-7.493,-7.26,-9.795
-9.653,-8.491,-6.968,-6.988,-7.247
-9.209,-9.185,-10.42,-10.3,-8.043
-7.671,-8.504,-10.75,-10.91,-11.61
-8.986,-8.287,-8.573,-11.42,-13.03
-10,-7.265,-8.817,-16.52,-9.138
-8.78,-9.665,-7.568,-10.19,-10.38
-9.164,-8.357,-10.84,-6.189,-9.887
-10.21,-9.088,-8.472,-10.02,-7.77
-9.389,-9.638,-9.254,-9.345,-7.723
-8.463,-9.917,-6.975,-10.5,-10.41
-7.778,-8.227,-9.516,-8.128,-9.595
-10.5,-9.916,-13.92,-10.21,-10.59
-7.619,-9.501,-9.135,-10.56,-10.44
-7.834,-8.532,-8.437,-13.19,-8.718
-10.29,-7.573,-9.234,-10.49,-13.02
-9.315,-8.66,-9.924,-7.258,-9.457
-7.192,-10.49,-8.739,-7.67,-10.59
-8.548,-10.5,-9.194,-9.626,-12.04
-8.704,-8.076,-13.13,-9.749,-7.598
-7.66,-7.579,-10.41,-8.451,-10.22
-8.16,-9.451,-8.23,-9.34,-11.1
-10.84,-9.299,-9.689,-9.8,-10.14
-9.36,-11.48,-10.57,-12.49,-7.641
-6.596,-7.298,-9.692,-9.629,-10.18
-8.627,-9.151,-10.98,-10.18,-9.774
-6.281,-8.368,-8.89,-9.014,-7.63
-9.127,-9.42,-15.18,-7.676,-8.345
-8.755,-9.288,-9.741,-10.13,-9.794
-7.966,-8.443,-9.63,-8.479,-13.08
-6.167,-8.873,-10.65,-9.556,-8.841
-7.891,-10.23,-8.282,-9.276,-10.12
-7.194,-9.44,-10.83,-12.51,-8.829
-7.891,-7.664,-8.69,-9.499,-7.929
-9.75,-8.432,-9.483,-8.623,-7.914
-9.184,-8.355,-10.62,-7.47,-7.774
-7.626,-8.938,-9.919,-13.79,-10.11
-8.686,-6.667,-10.26,-12,-10.24
-8.298,-10.13,-9.919,-10.87,-9.896
-9.444,-13.1,-8.675,-8.877,-10.68
-10.14,-9.061,-9.11,-12.33,-8.651
-9.139,-10.66,-12.57,-8.737,-9.181
-8.1,-9.457,-13.55,-7.947,-10.17
-8.102,-9.665,-8.908,-11.27,-11.7
-10.85,-10.42,-11.06,-13.49,-9.505
-9.156,-8.386,-10.06,-11.22,-8.311
-9.195,-9.068,-12.19,-13.66,-10.34
-9.683,-9.499,-10.71,-10.86,-9.637
-9.569,-9.762,-13.4,-9.682,-10.58
-11.59,-7.106,-7.011,-7.558,-10
-8.602,-6.789,-14.03,-9.672,-12.7
-8.827,-8.383,-9.552,-7.44,-8.635
